sample_id,source,split,text,categories_fine,categories_coarse,sentiments,aspect_terms,is_implicit_flags,num_aspects,has_implicit,has_conflict
semeval15_train_00000,semeval15,train,"judging from previous posts this used to be a good place , but not any longer .",['place'],['General'],['negative'],['place'],[False],1,False,False
semeval15_train_00001,semeval15,train,"we , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .",['staff'],['Service'],['negative'],['staff'],[False],1,False,False
semeval15_train_00002,semeval15,train,the food was lousy - too sweet or too salty and the portions tiny .,['food'],['Food'],['negative'],['food'],[False],1,False,False
semeval15_train_00003,semeval15,train,the food was lousy - too sweet or too salty and the portions tiny .,['portions'],['General'],['negative'],['portions'],[False],1,False,False
semeval15_train_00004,semeval15,train,avoid this place !,['place'],['General'],['negative'],['place'],[False],1,False,False
semeval15_train_00005,semeval15,train,"i have eaten at saul , many times , the food is always consistently , outrageously good .",['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval15_train_00006,semeval15,train,saul is the best restaurant on smith street and in brooklyn .,['saul'],['General'],['positive'],['saul'],[False],1,False,False
semeval15_train_00007,semeval15,train,the duck confit is always amazing and the foie gras terrine with figs was out of this world .,['foie gras terrine with figs'],['General'],['positive'],['foie gras terrine with figs'],[False],1,False,False
semeval15_train_00008,semeval15,train,the duck confit is always amazing and the foie gras terrine with figs was out of this world .,['duck confit'],['General'],['positive'],['duck confit'],[False],1,False,False
semeval15_train_00009,semeval15,train,the wine list is interesting and has many good values .,['wine list'],['General'],['positive'],['wine list'],[False],1,False,False
semeval15_train_00010,semeval15,train,i was very disappointed with this restaurant .,['restaurant'],['General'],['negative'],['restaurant'],[False],1,False,False
semeval15_train_00011,semeval15,train,i ve asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away .,['cart attendant'],['General'],['negative'],['cart attendant'],[False],1,False,False
semeval15_train_00012,semeval15,train,"food was okay , nothing great .",['food'],['Food'],['neutral'],['food'],[False],1,False,False
semeval15_train_00013,semeval15,train,chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .,['chow fun'],['General'],['negative'],['chow fun'],[False],1,False,False
semeval15_train_00014,semeval15,train,chow fun was dry ; pork shu mai was more than usually greasy and had to share a table with loud and rude family .,['pork shu mai'],['General'],['negative'],['pork shu mai'],[False],1,False,False
semeval15_train_00015,semeval15,train,i / we will never go back to this place again .,['place'],['General'],['negative'],['place'],[False],1,False,False
