sample_id,source,split,text,categories_fine,categories_coarse,sentiments,aspect_terms,is_implicit_flags,num_aspects,has_implicit,has_conflict
semeval14_train_00000,semeval14,train,But the staff was so horrible to us .,['staff'],['Service'],['negative'],['staff'],[False],1,False,False
semeval14_train_00001,semeval14,train,"To be completely fair , the only redeeming factor was the food , which was above average , but could n't make up for all the other deficiencies of Teodora .",['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval14_train_00002,semeval14,train,"The food is uniformly exceptional , with a very capable kitchen which will proudly whip up whatever you feel like eating , whether it 's on the menu or not .",['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval14_train_00003,semeval14,train,"The food is uniformly exceptional , with a very capable kitchen which will proudly whip up whatever you feel like eating , whether it 's on the menu or not .",['kitchen'],['General'],['positive'],['kitchen'],[False],1,False,False
semeval14_train_00004,semeval14,train,"The food is uniformly exceptional , with a very capable kitchen which will proudly whip up whatever you feel like eating , whether it 's on the menu or not .",['menu'],['General'],['neutral'],['menu'],[False],1,False,False
semeval14_train_00005,semeval14,train,"Not only was the food outstanding , but the little ` perks ' were great .",['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval14_train_00006,semeval14,train,"Not only was the food outstanding , but the little ' perks ' were great .",['perks'],['General'],['positive'],['perks'],[False],1,False,False
semeval14_train_00007,semeval14,train,Our agreed favorite is the orrechiete with sausage and chicken -LRB- usually the waiters are kind enough to split the dish in half so you get to sample both meats -RRB- .,['orrechiete with sausage and chicken'],['General'],['positive'],['orrechiete with sausage and chicken'],[False],1,False,False
semeval14_train_00008,semeval14,train,Our agreed favorite is the orrechiete with sausage and chicken -LRB- usually the waiters are kind enough to split the dish in half so you get to sample both meats -RRB- .,['waiters'],['General'],['positive'],['waiters'],[False],1,False,False
semeval14_train_00009,semeval14,train,Our agreed favorite is the orrechiete with sausage and chicken -LRB- usually the waiters are kind enough to split the dish in half so you get to sample both meats -RRB- .,['meats'],['General'],['neutral'],['meats'],[False],1,False,False
semeval14_train_00010,semeval14,train,Our agreed favorite is the orrechiete with sausage and chicken -LRB- usually the waiters are kind enough to split the dish in half so you get to sample both meats -RRB- .,['dish'],['General'],['neutral'],['dish'],[False],1,False,False
semeval14_train_00011,semeval14,train,"The Bagels have an outstanding taste with a terrific texture , both chewy yet not gummy .",['bagels'],['General'],['positive'],['Bagels'],[False],1,False,False
semeval14_train_00012,semeval14,train,Nevertheless the food itself is pretty good .,['food'],['Food'],['positive'],['food'],[False],1,False,False
semeval14_train_00013,semeval14,train,"i 've noticed megadeth , mr. scruff , st. germain , traditional vietnamese songs , black sabbath , jay-z , and daft punk all being played .",['songs'],['General'],['neutral'],['songs'],[False],1,False,False
semeval14_train_00014,semeval14,train,"They did not have mayonnaise , forgot our toast , left out ingredients -LRB- ie cheese in an omelet -RRB- , below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it .",['toast'],['General'],['negative'],['toast'],[False],1,False,False
